"category,""over_represented_pvalue"",""under_represented_pvalue"",""numDEInCat"",""numInCat"",""term"",""ontology"""
"GO:0071233,0.0334540054468709,0.991071450936224,8,14,""cellular response to leucine"",""BP"""
"GO:1900095,0.0335206932085058,0.990175419720388,9,16,""regulation of dosage compensation by inactivation of X chromosome"",""BP"""
"GO:0016344,0.0335469068021467,1,3,3,""meiotic chromosome movement towards spindle pole"",""BP"""
"GO:0019722,0.0335774758742735,0.982248278156817,24,58,""calcium-mediated signaling"",""BP"""
"GO:0070966,0.03357861236669,0.995368643662783,5,7,""nuclear-transcribed mRNA catabolic process, no-go decay"",""BP"""
"GO:0006977,0.0336029902515812,0.992015586223989,7,12,""DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest"",""BP"""
"GO:0030203,0.0336266786020712,0.993845813342933,6,9,""glycosaminoglycan metabolic process"",""BP"""
"GO:0010040,0.0336390457755523,0.992004952422251,7,12,""response to iron(II) ion"",""BP"""
"GO:0035646,0.03364185198391,0.992004124664745,7,12,""endosome to melanosome transport"",""BP"""
"GO:0035092,0.0337153426669471,0.997250403046706,4,5,""sperm chromatin condensation"",""BP"""
"GO:2000777,0.0338054363661456,1,3,3,""positive regulation of proteasomal ubiquitin-dependent protein catabolic process involved in cellular response to hypoxia"",""BP"""
"GO:0043007,0.0338927649649273,0.995311887363553,5,7,""maintenance of rDNA"",""BP"""
"GO:0051492,0.0338950108041527,0.99192937434421,7,12,""regulation of stress fiber assembly"",""BP"""
"GO:0034435,0.033933768952244,1,3,3,""cholesterol esterification"",""BP"""
"GO:1903214,0.0339552055043779,1,3,3,""regulation of protein targeting to mitochondrion"",""BP"""
"GO:0019919,0.0339585337936099,1,3,3,""peptidyl-arginine methylation, to asymmetrical-dimethyl arginine"",""BP"""
"GO:2000641,0.0339952005924257,0.99189975029173,7,12,""regulation of early endosome to late endosome transport"",""BP"""
"GO:0000479,0.0340014885659888,0.990892528907726,8,14,""endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"",""BP"""
"GO:0033762,0.034072668273177,0.989630913471101,9,17,""response to glucagon"",""BP"""
"GO:0035608,0.0341052210021443,1,3,3,""protein deglutamylation"",""BP"""
"GO:1990440,0.034150008045547,0.993723672244428,6,9,""positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress"",""BP"""
"GO:0015937,0.0341780263637076,0.990834683531903,8,14,""coenzyme A biosynthetic process"",""BP"""
"GO:0033598,0.034183813418543,0.997198261975833,4,5,""mammary gland epithelial cell proliferation"",""BP"""
"GO:0032888,0.034188439672075,1,3,3,""regulation of mitotic spindle elongation"",""BP"""
"GO:1903457,0.0342183919180706,1,3,3,""lactate catabolic process"",""BP"""
"GO:0006405,0.034222464105462,0.997193947502669,4,5,""RNA export from nucleus"",""BP"""
"GO:0042987,0.0342527355883741,0.99182349626954,7,12,""amyloid precursor protein catabolic process"",""BP"""
"GO:1903999,0.0342989088534469,1,3,3,""negative regulation of eating behavior"",""BP"""
"GO:0035984,0.0343105966958557,0.995236124754941,5,7,""cellular response to trichostatin A"",""BP"""
"GO:0008285,0.0343918946667783,0.973692946818678,114,324,""negative regulation of cell proliferation"",""BP"""
"GO:0050714,0.0344469371838133,0.981798965965886,24,57,""positive regulation of protein secretion"",""BP"""
"GO:0010213,0.0344493563373043,1,3,3,""non-photoreactive DNA repair"",""BP"""
"GO:0039529,0.0344903509467371,0.997163991280164,4,5,""RIG-I signaling pathway"",""BP"""
"GO:0010623,0.0345432102621145,0.997158069461816,4,5,""programmed cell death involved in cell development"",""BP"""
"GO:0003351,0.0346729156998087,0.982309606032662,22,51,""epithelial cilium movement"",""BP"""
"GO:0045315,0.0347064667456705,1,3,3,""positive regulation of compound eye photoreceptor development"",""BP"""
"GO:0051445,0.0347371400083271,0.997136312937574,4,5,""regulation of meiotic cell cycle"",""BP"""
"GO:0007231,0.034809410866148,1,3,3,""osmosensory signaling pathway"",""BP"""
"GO:0090188,0.034809410866148,1,3,3,""negative regulation of pancreatic juice secretion"",""BP"""
"GO:0051028,0.0348319392411712,0.982073670939601,22,53,""mRNA transport"",""BP"""
"GO:1904766,0.0348564525575201,1,3,3,""negative regulation of macroautophagy by TORC1 signaling"",""BP"""
"GO:0051084,0.0349360075624735,0.997113952581263,4,5,""'de novo' posttranslational protein folding"",""BP"""
"GO:2000036,0.0349990361030349,0.989649831607546,9,16,""regulation of stem cell population maintenance"",""BP"""
"GO:1902083,0.0350485196778281,0.997101279577004,4,5,""negative regulation of peptidyl-cysteine S-nitrosylation"",""BP"""
"GO:0008272,0.0351958082034853,0.990499766457912,8,14,""sulfate transport"",""BP"""
"GO:0007290,0.0352300372606019,0.997080800089489,4,5,""spermatid nucleus elongation"",""BP"""
"GO:1903038,0.0352314424510478,0.997080641387483,4,5,""negative regulation of leukocyte cell-cell adhesion"",""BP"""
"GO:0007220,0.0353364259335817,0.991500961747596,7,12,""Notch receptor processing"",""BP"""
"GO:1903078,0.0353672233095018,0.981836990837448,22,52,""positive regulation of protein localization to plasma membrane"",""BP"""
"GO:0006829,0.0354044073234152,0.989504808417739,9,16,""zinc ion transport"",""BP"""
"GO:0043065,0.0354329651406753,0.973072530323105,107,308,""positive regulation of apoptotic process"",""BP"""
"GO:0080111,0.0354665620437817,0.997054051770328,4,5,""DNA demethylation"",""BP"""
"GO:2001032,0.0355398467040386,0.995011429184304,5,7,""regulation of double-strand break repair via nonhomologous end joining"",""BP"""
"GO:0002181,0.0355745826725989,0.981450799224344,22,56,""cytoplasmic translation"",""BP"""
"GO:1903441,0.0356686672866528,0.987969392018317,10,20,""protein localization to ciliary membrane"",""BP"""
"GO:0072676,0.035717017147575,1,3,3,""lymphocyte migration"",""BP"""
"GO:0043276,0.0357234997513795,0.991385113480098,7,12,""anoikis"",""BP"""
"GO:0006425,0.0357352171380439,1,3,3,""glutaminyl-tRNA aminoacylation"",""BP"""
"GO:0045089,0.0357720360281443,0.98423866600196,16,34,""positive regulation of innate immune response"",""BP"""
"GO:0010288,0.0357971487293375,0.982334550556494,20,46,""response to lead ion"",""BP"""
"GO:0042176,0.0358387753762709,0.98818277469406,10,19,""regulation of protein catabolic process"",""BP"""
"GO:0035002,0.0359313144169742,0.99700128749726,4,5,""liquid clearance, open tracheal system"",""BP"""
"GO:0042732,0.0359629370212816,0.996997687430615,4,5,""D-xylose metabolic process"",""BP"""
"GO:0006183,0.0360386469437262,0.991290544005964,7,12,""GTP biosynthetic process"",""BP"""
"GO:0016188,0.0360571043832741,0.991284998409345,7,12,""synaptic vesicle maturation"",""BP"""
"GO:0002188,0.0360774446836161,1,3,3,""translation reinitiation"",""BP"""
"GO:0048635,0.0361549061726408,0.992487107515522,6,10,""negative regulation of muscle organ development"",""BP"""
"GO:0033298,0.0361853059418647,0.996972336426521,4,5,""contractile vacuole organization"",""BP"""
"GO:0045819,0.0362662896778212,1,3,3,""positive regulation of glycogen catabolic process"",""BP"""
"GO:0071232,0.036309552296257,1,3,3,""cellular response to histidine"",""BP"""
"GO:0032463,0.036316043235468,1,3,3,""negative regulation of protein homooligomerization"",""BP"""
"GO:0043686,0.036316043235468,1,3,3,""co-translational protein modification"",""BP"""
"GO:0099074,0.036316043235468,1,3,3,""mitochondrion to lysosome transport"",""BP"""
"GO:1902950,0.036316043235468,1,3,3,""regulation of dendritic spine maintenance"",""BP"""
"GO:1903828,0.036316043235468,1,3,3,""negative regulation of cellular protein localization"",""BP"""
"GO:0006534,0.0363611402870051,0.994859821448338,5,7,""cysteine metabolic process"",""BP"""
"GO:0010825,0.0363884404191066,0.996949124042043,4,5,""positive regulation of centrosome duplication"",""BP"""
"GO:0006355,0.0364101264772384,0.969600787438289,238,710,""regulation of transcription, DNA-templated"",""BP"""
"GO:0007020,0.0364882608548511,0.985498901269325,13,27,""microtubule nucleation"",""BP"""
"GO:0043039,0.0367538299499534,0.994786917431018,5,7,""tRNA aminoacylation"",""BP"""
"GO:1902425,0.036816921522831,0.996899991986138,4,5,""positive regulation of attachment of mitotic spindle microtubules to kinetochore"",""BP"""
"GO:2000047,0.0368496923954301,0.996896224875072,4,5,""regulation of cell-cell adhesion mediated by cadherin"",""BP"""
"GO:0032007,0.0371931438709243,0.985976339056161,12,24,""negative regulation of TOR signaling"",""BP"""
"GO:0006622,0.0374772256890932,0.985040252482166,13,27,""protein targeting to lysosome"",""BP"""
"GO:0048210,0.0375605994397096,0.992114693934486,6,10,""Golgi vesicle fusion to target membrane"",""BP"""
"GO:0099576,0.0375935180039786,0.996810361669105,4,5,""regulation of protein catabolic process at postsynapse, modulating synaptic transmission"",""BP"""
"GO:0048167,0.0378047038368166,0.979257743511644,26,62,""regulation of synaptic plasticity"",""BP"""
"GO:0010032,0.037842436902271,0.989617725109111,8,14,""meiotic chromosome condensation"",""BP"""
"GO:0008361,0.0380121741958924,0.983413778927489,15,33,""regulation of cell size"",""BP"""
"GO:0030970,0.0381922685519969,0.989499960115868,8,14,""retrograde protein transport, ER to cytosol"",""BP"""
"GO:0021744,0.0381952698699783,0.996740399304699,4,5,""dorsal motor nucleus of vagus nerve development"",""BP"""
"GO:0048854,0.038219629836282,0.982996987023377,16,34,""brain morphogenesis"",""BP"""
"GO:0046855,0.0385440549539417,0.987968323331801,9,17,""inositol phosphate dephosphorylation"",""BP"""
"GO:0006231,0.0386465045135208,0.990499571583243,7,12,""dTMP biosynthetic process"",""BP"""
"GO:0090559,0.0386757645186141,0.996684216386121,4,5,""regulation of membrane permeability"",""BP"""
"GO:0072332,0.0386836631634464,0.987579370131715,9,18,""intrinsic apoptotic signaling pathway by p53 class mediator"",""BP"""
"GO:0070897,0.0388666805772605,0.99043211573152,7,12,""transcription preinitiation complex assembly"",""BP"""
"GO:0033572,0.0388899210434231,0.996659084995528,4,5,""transferrin transport"",""BP"""
"GO:0000184,0.0390067903183995,0.982446390511016,16,35,""nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"",""BP"""
"GO:1900364,0.0390914718177176,0.989196023043735,8,14,""negative regulation of mRNA polyadenylation"",""BP"""
"GO:0030336,0.0392862420955891,0.975765591679929,37,95,""negative regulation of cell migration"",""BP"""
"GO:0031062,0.0393929619040477,0.986769398879293,10,19,""positive regulation of histone methylation"",""BP"""
"GO:0042220,0.0395609570179546,0.981719080124968,17,37,""response to cocaine"",""BP"""
"GO:0006721,0.0396858374685612,0.994234251658128,5,7,""terpenoid metabolic process"",""BP"""
"GO:0051453,0.0397223791086963,0.984849974945052,12,24,""regulation of intracellular pH"",""BP"""
"GO:0061780,0.0397367732623543,0.996559161984586,4,5,""mitotic cohesin loading"",""BP"""
"GO:0045196,0.0398150163751276,0.9949888433887,4,6,""establishment or maintenance of neuroblast polarity"",""BP"""
"GO:0030317,0.0399682240104785,0.973905719705625,46,121,""flagellated sperm motility"",""BP"""
"GO:0051388,0.0399693448915533,0.996531568668707,4,5,""positive regulation of neurotrophin TRK receptor signaling pathway"",""BP"""
"GO:0034454,0.0399729175184263,0.990091633829032,7,12,""microtubule anchoring at centrosome"",""BP"""
"GO:0006271,0.0399734959873393,0.987427160953243,9,17,""DNA strand elongation involved in DNA replication"",""BP"""
"GO:0002755,0.0399935695473342,0.985433605555444,11,22,""MyD88-dependent toll-like receptor signaling pathway"",""BP"""
"GO:0046777,0.0401645880713921,0.970167597447298,89,248,""protein autophosphorylation"",""BP"""
"GO:0010216,0.0401992073543965,0.996504232983525,4,5,""maintenance of DNA methylation"",""BP"""
"GO:0034983,0.0402228670126944,0.991398095657877,6,10,""peptidyl-lysine deacetylation"",""BP"""
"GO:0008090,0.0403134633533275,0.988304277028968,8,15,""retrograde axonal transport"",""BP"""
"GO:1903052,0.0403183832930894,0.996490035438618,4,5,""positive regulation of proteolysis involved in cellular protein catabolic process"",""BP"""
"GO:0007249,0.0403492790302872,0.985280080626191,11,22,""I-kappaB kinase/NF-kappaB signaling"",""BP"""
"GO:0033673,0.040434884803565,0.994090745496029,5,7,""negative regulation of kinase activity"",""BP"""
"GO:0018107,0.040747868026668,0.973764875658607,43,113,""peptidyl-threonine phosphorylation"",""BP"""
"GO:0006249,0.0409870304177074,0.991189741710131,6,10,""dCMP catabolic process"",""BP"""
"GO:0098963,0.041005931544988,0.993980719644191,5,7,""dendritic transport of messenger ribonucleoprotein complex"",""BP"""
"GO:0043486,0.0410974470033508,0.986998486991044,9,17,""histone exchange"",""BP"""
"GO:1904996,0.041271310228348,0.991111932693157,6,10,""positive regulation of leukocyte adhesion to vascular endothelial cell"",""BP"""
"GO:0006783,0.0414122484896793,0.986877929588517,9,17,""heme biosynthetic process"",""BP"""
"GO:0070286,0.0419130471880788,0.984601880089687,11,22,""axonemal dynein complex assembly"",""BP"""
"GO:0006706,0.0419130696318352,0.989488292541073,7,12,""steroid catabolic process"",""BP"""
"GO:0006610,0.041932875572583,0.996296034546574,4,5,""ribosomal protein import into nucleus"",""BP"""
"GO:0030500,0.0419377952305509,0.989480553271853,7,12,""regulation of bone mineralization"",""BP"""
"GO:0006098,0.0420438533582399,0.989447342207761,7,12,""pentose-phosphate shunt"",""BP"""
"GO:0001919,0.0422322917665692,0.98656288248794,9,17,""regulation of receptor recycling"",""BP"""
"GO:0031648,0.0423359860868362,0.976344279153827,26,64,""protein destabilization"",""BP"""
"GO:0007079,0.0424472838095643,0.993700641549935,5,7,""mitotic chromosome movement towards spindle pole"",""BP"""
"GO:0051279,0.0424563489329831,0.982698028270516,13,27,""regulation of release of sequestered calcium ion into cytosol"",""BP"""
"GO:0032922,0.0424809932736273,0.977385717868179,23,54,""circadian regulation of gene expression"",""BP"""
"GO:0035455,0.0425047210763925,0.987521074427825,8,15,""response to interferon-alpha"",""BP"""
"GO:0007010,0.0425258567267861,0.972302372737091,45,116,""cytoskeleton organization"",""BP"""
"GO:0007426,0.0425362179064249,0.989292862316038,7,12,""tracheal outgrowth, open tracheal system"",""BP"""
"GO:0034332,0.0425366015146651,0.98644560631951,9,17,""adherens junction organization"",""BP"""
"GO:0021694,0.0426618172095813,0.996207435846827,4,5,""cerebellar Purkinje cell layer formation"",""BP"""
"GO:0045445,0.0427648370580017,0.987427423152393,8,15,""myoblast differentiation"",""BP"""
"GO:0006970,0.0429669729931222,0.984141830918691,11,22,""response to osmotic stress"",""BP"""
"GO:0006565,0.0429879317801059,0.989150703315254,7,12,""L-serine catabolic process"",""BP"""
"GO:0032465,0.0430558338271267,0.977886830846965,21,48,""regulation of cytokinesis"",""BP"""
"GO:0021591,0.0431301387482387,0.976913914076122,23,55,""ventricular system development"",""BP"""
"GO:0090168,0.0432607426262902,0.992313810951261,5,8,""Golgi reassembly"",""BP"""
"GO:2000786,0.043266623914708,0.984850645291981,10,20,""positive regulation of autophagosome assembly"",""BP"""
"GO:0045736,0.0435311716718109,0.983894586517999,11,22,""negative regulation of cyclin-dependent protein serine/threonine kinase activity"",""BP"""
"GO:0007430,0.043707876935781,0.990438493193046,6,10,""terminal branching, open tracheal system"",""BP"""
"GO:0045943,0.0439795131694738,0.990362699659533,6,10,""positive regulation of transcription by RNA polymerase I"",""BP"""
"GO:0034472,0.0441689229214685,0.987447441589177,8,14,""snRNA 3'-end processing"",""BP"""
"GO:0050435,0.0441826104785287,0.986914479736947,8,15,""amyloid-beta metabolic process"",""BP"""
"GO:0071985,0.0443263578417489,0.990265714741261,6,10,""multivesicular body sorting pathway"",""BP"""
"GO:0071218,0.0443816040891762,0.992052260873421,5,8,""cellular response to misfolded protein"",""BP"""
"GO:0048767,0.0444027115415461,0.992047313849367,5,8,""root hair elongation"",""BP"""
"GO:0060976,0.044437151321109,0.97734781251688,20,47,""coronary vasculature development"",""BP"""
"GO:0007266,0.0445214989476631,0.983458994293316,11,22,""Rho protein signal transduction"",""BP"""
"GO:0051497,0.0446007497893251,0.985644972246003,9,17,""negative regulation of stress fiber assembly"",""BP"""
"GO:0009853,0.0453220734924581,0.994026530475108,4,6,""photorespiration"",""BP"""
"GO:0060048,0.0453339241314783,0.982031327166025,12,25,""cardiac muscle contraction"",""BP"""
"GO:0051560,0.0454190066078478,0.988378600239078,7,12,""mitochondrial calcium ion homeostasis"",""BP"""
"GO:0044030,0.0457412550805315,0.989867702529865,6,10,""regulation of DNA methylation"",""BP"""
"GO:0016567,0.0465378016562447,0.961733461035237,186,547,""protein ubiquitination"",""BP"""
"GO:0014065,0.0466981370224295,0.984822443886926,9,17,""phosphatidylinositol 3-kinase signaling"",""BP"""
"GO:0060050,0.0467732497793906,0.991486695219894,5,8,""positive regulation of protein glycosylation"",""BP"""
"GO:0007632,0.0468946208242778,0.987254495309403,7,13,""visual behavior"",""BP"""
"GO:0003266,0.0470750816699651,0.991414605351001,5,8,""regulation of secondary heart field cardioblast proliferation"",""BP"""
"GO:0009436,0.0472503750121864,0.989439029038399,6,10,""glyoxylate catabolic process"",""BP"""
"GO:0055089,0.0472997189516214,0.98777332744634,7,12,""fatty acid homeostasis"",""BP"""
"GO:0051258,0.0473285171087744,0.991353952236565,5,8,""protein polymerization"",""BP"""
"GO:0031529,0.0474342688403343,0.98772976345421,7,12,""ruffle organization"",""BP"""
"GO:0044752,0.0475214084472578,0.989361591575889,6,10,""response to human chorionic gonadotropin"",""BP"""
"GO:0045732,0.0475592963280424,0.972734427933582,27,67,""positive regulation of protein catabolic process"",""BP"""
"GO:0036481,0.047741216790079,0.993588823896618,4,6,""intrinsic apoptotic signaling pathway in response to hydrogen peroxide"",""BP"""
"GO:1901798,0.0478433352280307,0.98693201880707,7,13,""positive regulation of signal transduction by p53 class mediator"",""BP"""
"GO:0043268,0.0479552348708898,0.989237359990291,6,10,""positive regulation of potassium ion transport"",""BP"""
"GO:0010898,0.0479968841775122,0.989225414965403,6,10,""positive regulation of triglyceride catabolic process"",""BP"""
"GO:0002903,0.0480109383478807,0.989221383508763,6,10,""negative regulation of B cell apoptotic process"",""BP"""
"GO:0010994,0.0480952641727026,0.993524018346855,4,6,""free ubiquitin chain polymerization"",""BP"""
"GO:0090314,0.0481881348927894,0.97948047604002,13,29,""positive regulation of protein targeting to membrane"",""BP"""
"GO:0010172,0.048812229699504,0.982496335632739,10,20,""embryonic body morphogenesis"",""BP"""
"GO:0030177,0.0489360153263388,0.980338507714582,12,25,""positive regulation of Wnt signaling pathway"",""BP"""
"GO:0030325,0.0491764553446778,0.981384828755149,11,22,""adrenal gland development"",""BP"""
"GO:0097294,0.0496668567850447,0.987001889535688,7,12,""'de novo' XMP biosynthetic process"",""BP"""
"GO:0031053,0.0498910028304657,0.982031197861688,10,20,""primary miRNA processing"",""BP"""
"GO:0005829,4.24564221391155e-109,1,1958,4364,""cytosol"",""CC"""
"GO:0005654,6.32188257200986e-62,1,1111,2454,""nucleoplasm"",""CC"""
"GO:0005634,3.801255645118e-24,1,1042,2687,""nucleus"",""CC"""
"GO:0016607,1.93509428760351e-19,1,174,323,""nuclear speck"",""CC"""
"GO:0005730,2.79984344399966e-19,1,342,761,""nucleolus"",""CC"""
"GO:0005743,1.53170965613899e-16,1,147,281,""mitochondrial inner membrane"",""CC"""
"GO:0005739,5.96377272012149e-16,1,375,891,""mitochondrion"",""CC"""
"GO:0005813,1.83022742528577e-15,1,258,563,""centrosome"",""CC"""
"GO:0005759,8.40790189643616e-15,1,142,273,""mitochondrial matrix"",""CC"""
"GO:0000139,1.67262125706037e-11,1,183,407,""Golgi membrane"",""CC"""
"GO:0036064,2.33989718164142e-11,1,108,206,""ciliary basal body"",""CC"""
"GO:0005789,1.15506535769824e-10,1,234,557,""endoplasmic reticulum membrane"",""CC"""
"GO:0048471,1.91121034073064e-10,1,279,677,""perinuclear region of cytoplasm"",""CC"""
"GO:0005762,1.99274504685848e-09,0.999999999785801,27,35,""mitochondrial large ribosomal subunit"",""CC"""
"GO:0005840,1.80420589359217e-08,0.999999992958582,77,158,""ribosome"",""CC"""
"GO:0005874,2.54850938641365e-08,1,128,284,""microtubule"",""CC"""
"GO:0005852,1.08525382417391e-07,0.999999997152991,16,17,""eukaryotic translation initiation factor 3 complex"",""CC"""
"GO:0005666,1.17805453964749e-07,0.999999990788273,19,23,""RNA polymerase III complex"",""CC"""
"GO:0005758,2.14557286393436e-07,0.999999936040576,45,80,""mitochondrial intermembrane space"",""CC"""
"GO:0005747,2.46819241408366e-07,0.99999996311896,24,34,""mitochondrial respiratory chain complex I"",""CC"""
"GO:0005839,2.93722414100855e-07,0.999999980656896,17,20,""proteasome core complex"",""CC"""
"GO:0033290,3.01799573723046e-07,1,13,13,""eukaryotic 48S preinitiation complex"",""CC"""
"GO:0071013,3.59762675118975e-07,0.999999900934979,41,68,""catalytic step 2 spliceosome"",""CC"""
"GO:0036126,3.68657711852801e-07,0.999999863837993,60,113,""sperm flagellum"",""CC"""
"GO:1904813,5.21112532015013e-07,0.999999797388029,63,123,""ficolin-1-rich granule lumen"",""CC"""
"GO:0005802,8.62991922333876e-07,1,95,209,""trans-Golgi network"",""CC"""
"GO:0005793,8.91948328889102e-07,0.999999775542859,35,56,""endoplasmic reticulum-Golgi intermediate compartment"",""CC"""
"GO:0097542,1.01799384355373e-06,0.999999674853135,45,80,""ciliary tip"",""CC"""
"GO:0017119,1.34334768116465e-06,0.999999928121752,15,17,""Golgi transport complex"",""CC"""
"GO:0000785,1.43244109055199e-06,0.999999457701694,160,390,""chromatin"",""CC"""
"GO:0030176,1.45728154794288e-06,0.999999501511266,48,88,""integral component of endoplasmic reticulum membrane"",""CC"""
"GO:0005669,1.55157004974214e-06,0.999999737323666,24,34,""transcription factor TFIID complex"",""CC"""
"GO:0005868,2.15317131663699e-06,0.999999592150991,25,37,""cytoplasmic dynein complex"",""CC"""
"GO:0008540,2.85851426269712e-06,0.999999909567275,13,14,""proteasome regulatory particle, base subcomplex"",""CC"""
"GO:0005694,3.20862708548574e-06,0.999998873478946,104,235,""chromosome"",""CC"""
"GO:0000407,3.92395407913725e-06,0.999999394272,21,29,""phagophore assembly site"",""CC"""
"GO:0005930,4.14804227462592e-06,0.999998235337262,64,127,""axoneme"",""CC"""
"GO:0071339,6.55676697992537e-06,0.999998683924453,24,36,""MLL1 complex"",""CC"""
"GO:0000421,7.97834896451889e-06,0.99999909505902,16,21,""autophagosome membrane"",""CC"""
"GO:0005783,8.08341081273497e-06,0.999994236565265,361,993,""endoplasmic reticulum"",""CC"""
"GO:0032588,8.08909974896318e-06,0.999997403987341,38,68,""trans-Golgi network membrane"",""CC"""
"GO:0031902,8.45795615181268e-06,0.999997403892532,35,63,""late endosome membrane"",""CC"""
"GO:0031305,1.05222834345561e-05,0.999998615754758,17,23,""integral component of mitochondrial inner membrane"",""CC"""
"GO:0019774,1.19753531468035e-05,1,9,9,""proteasome core complex, beta-subunit complex"",""CC"""
"GO:0005814,1.70734599401376e-05,0.999992133848506,65,137,""centriole"",""CC"""
"GO:0033276,1.80625988310146e-05,0.999998437667615,14,17,""transcription factor TFTC complex"",""CC"""
"GO:0005790,1.84871162572802e-05,0.999996072411983,23,35,""smooth endoplasmic reticulum"",""CC"""
"GO:0005721,2.00607700629937e-05,0.999998244792072,14,17,""pericentric heterochromatin"",""CC"""
"GO:0016592,2.05705288533718e-05,0.999995275691952,24,38,""mediator complex"",""CC"""
"GO:0071005,2.18310141632927e-05,0.999992817527385,35,65,""U2-type precatalytic spliceosome"",""CC"""
"GO:0046540,2.33116643713788e-05,0.99999493217765,22,35,""U4/U6 x U5 tri-snRNP complex"",""CC"""
"GO:0031965,2.41610049499785e-05,0.999987378241575,92,213,""nuclear membrane"",""CC"""
"GO:0016604,2.41748174875207e-05,0.999986749562437,102,238,""nuclear body"",""CC"""
"GO:0000792,2.98376913895839e-05,0.999990808103984,32,56,""heterochromatin"",""CC"""
"GO:0032585,3.01516201299014e-05,0.99999893945665,10,11,""multivesicular body membrane"",""CC"""
"GO:0005776,3.05371669025043e-05,0.999989407814919,37,69,""autophagosome"",""CC"""
"GO:0005801,3.20019711738035e-05,0.999991670244589,26,43,""cis-Golgi network"",""CC"""
"GO:0070847,3.41495891595314e-05,0.999996296350198,14,18,""core mediator complex"",""CC"""
"GO:0031514,3.51494229857714e-05,0.999984662056941,54,111,""motile cilium"",""CC"""
"GO:0030123,4.36663088105683e-05,0.999994349713501,15,20,""AP-3 adaptor complex"",""CC"""
"GO:0005665,4.72392498460898e-05,0.999994926777051,13,17,""RNA polymerase II, core complex"",""CC"""
"GO:0008180,4.99239675977477e-05,0.999987739055221,24,38,""COP9 signalosome"",""CC"""
"GO:0000221,6.31441511515503e-05,1,8,8,""vacuolar proton-transporting V-type ATPase, V1 domain"",""CC"""
"GO:0033116,8.14278852088758e-05,0.999981721605313,20,32,""endoplasmic reticulum-Golgi intermediate compartment membrane"",""CC"""
"GO:0005736,8.18865561663236e-05,0.99999691993595,9,10,""RNA polymerase I complex"",""CC"""
"GO:0005851,9.4201099826046e-05,1,8,8,""eukaryotic translation initiation factor 2B complex"",""CC"""
"GO:0071007,0.000107340234232387,0.999974131543086,21,34,""U2-type catalytic step 2 spliceosome"",""CC"""
"GO:0016282,0.000108388163409064,1,8,8,""eukaryotic 43S preinitiation complex"",""CC"""
"GO:0030133,0.000109480187006031,0.999957375673328,38,76,""transport vesicle"",""CC"""
"GO:0005794,0.000143242829284121,0.999888369827602,405,1149,""Golgi apparatus"",""CC"""
"GO:0005688,0.000143929118376056,0.999994598330213,8,9,""U6 snRNP"",""CC"""
"GO:0000813,0.000145386786676644,0.999994016825387,9,10,""ESCRT I complex"",""CC"""
"GO:0017101,0.000152030956198162,0.999984579588876,12,15,""aminoacyl-tRNA synthetase multienzyme complex"",""CC"""
"GO:0015630,0.000157720285607881,0.999914232210139,77,175,""microtubule cytoskeleton"",""CC"""
"GO:0000138,0.000159201142946076,0.999984611393788,11,14,""Golgi trans cisterna"",""CC"""
"GO:0030663,0.0001623302646671,1,7,7,""COPI-coated vesicle membrane"",""CC"""
"GO:0042788,0.00016300684869841,0.999957577682529,21,36,""polysomal ribosome"",""CC"""
"GO:0019005,0.000170386421569975,0.999951316498508,24,41,""SCF ubiquitin ligase complex"",""CC"""
"GO:0045335,0.000181132046557299,0.9999264456639,39,78,""phagocytic vesicle"",""CC"""
"GO:0016272,0.000181199088167355,0.999987692608018,9,11,""prefoldin complex"",""CC"""
"GO:0000932,0.000196922395408579,0.999906323354747,53,114,""P-body"",""CC"""
"GO:0030496,0.000216306829612741,0.99987567149604,87,208,""midbody"",""CC"""
"GO:0080008,0.00024155833675433,0.999949425688051,17,26,""Cul4-RING E3 ubiquitin ligase complex"",""CC"""
"GO:0034774,0.000246418884093599,0.999905140325049,34,67,""secretory granule lumen"",""CC"""
"GO:0042564,0.000251238024949164,1,7,7,""NLS-dependent protein nuclear import complex"",""CC"""
"GO:0030117,0.000257830166966082,0.999942180434465,18,28,""membrane coat"",""CC"""
"GO:0016514,0.000260981610325113,0.999957098232673,14,20,""SWI/SNF complex"",""CC"""
"GO:0000815,0.000266120363934252,0.999988902966277,8,9,""ESCRT III complex"",""CC"""
"GO:0031597,0.000315765492860922,0.999986433231937,8,9,""cytosolic proteasome complex"",""CC"""
"GO:0045252,0.000316488429209,1,7,7,""oxoglutarate dehydrogenase complex"",""CC"""
"GO:0019773,0.00034257516381107,0.999985068824425,8,9,""proteasome core complex, alpha-subunit complex"",""CC"""
"GO:0005681,0.000347300461605018,0.999852133040368,39,80,""spliceosomal complex"",""CC"""
"GO:0012507,0.000357352170325903,0.99996361471749,10,13,""ER to Golgi transport vesicle membrane"",""CC"""
"GO:0000145,0.000366814710295388,0.999937235320608,14,20,""exocyst"",""CC"""
"GO:0071541,0.00036682178137418,1,7,7,""eukaryotic translation initiation factor 3 complex, eIF3m"",""CC"""
"GO:0120115,0.000394475462722117,0.999984126164678,7,8,""Lsm2-8 complex"",""CC"""
